ymbky,0,1990-01-01,1
jhsr,1,2018-04-28,401
fsbtdcq,0,1990-01-01,7351
nwssszq,0,1990-01-01,2
awj,1,2017-12-15,360
njdzjcgdspmbm,1,2018-04-25,333
fslz,1,2017-08-09,250
bzbs,1,2018-05-08,267
hxxlyhjh,0,1990-01-01,198
wyzswzh,23,2017-07-29,-1
rbzj,22,2017-07-30,-1
fhfdfgj,1,2018-09-22,20
gyddw,1,2018-02-22,22
ssswjhhxxy,11,2017-08-05,1
tsqb,20,2017-08-03,-1
bwsdklr,33,2017-08-08,-1
jydldbyj,1,2018-07-14,30
nzdl,5,2017-08-12,-1
szbnqb,5,2017-08-13,-1
ndjswd,8,2017-08-18,-1
glgjssy,3,2017-08-18,-1
shwddy,3,2017-08-23,-1
dmhb,6,2017-09-08,-1
dsrsdf,18,2017-09-24,-1
alhakb,20,2017-09-27,-1
gsty,6,2017-11-10,-1
yywm,1,2018-07-14,19
whks,1,2018-05-26,29
mdzm,3,2017-12-01,-1
djyd,5,2017-12-02,-1
djsb,16,2017-12-02,-1
mydnl,5,2017-12-29,-1
sszz,16,2018-02-15,-1
tssz,2,2018-03-14,-1
jdyzl,2,2018-03-23,-1
zswzgyddf,2,2018-04-21,-1
dswjj,3,2018-04-25,-1
pdddfl,1,2018-04-25,-1
yqpnzy,3,2018-05-16,-1
jjddw,1,2018-09-24,-1
cdsc,2,2019-08-07,-1
wnfs,1,2019-08-16,-1
jpbjzd,2,2019-08-16,-1
zlpccz,2,2021-01-09,-1
