hxxlyhjh,0,1990-01-01,44
ymbky,0,1990-01-01,1
fsbtdcq,0,1990-01-01,2121
fslz,1,2018-04-20,8
nwssszq,0,1990-01-01,0
njdzjcgdspmbm,0,1990-01-01,81
rbzj,8,2017-07-29,-1
bzbs,0,1990-01-01,56
jhsr,0,1990-01-01,20
ndjswd,1,2017-07-30,-1
zlpccz,2,2017-07-30,-1
awj,1,2018-04-27,113
wyzswzh,6,2017-07-30,-1
fhfdfgj,0,1990-01-01,17
yqpnzy,2,2017-08-02,-1
ssswjhhxxy,6,2017-08-03,2
bwsdklr,5,2017-08-02,-1
gsty,2,2017-08-02,-1
whks,0,1990-01-01,2
djsb,1,2017-08-04,-1
yywm,0,1990-01-01,8
gyddw,0,1990-01-01,5
jjddw,1,2017-08-10,-1
szbnqb,2,2018-04-06,-1
tsqb,5,2018-04-09,-1
jpbjzd,2,2018-04-15,-1
jydldbyj,0,1990-01-01,1
bpz,1,2018-04-21,-1
djyd,4,2018-04-22,-1
nzdl,3,2018-04-24,-1
dbdj,1,2018-04-24,-1
dsrsdf,3,2018-04-25,-1
sszz,3,2018-04-26,-1
glgjssy,2,2018-04-29,-1
alhakb,1,2018-04-29,-1
zswzgyddf,1,2018-05-05,-1
whhq,1,2018-05-15,-1
mdzm,1,2018-05-19,-1
