hxxlyhjh,0,1990-01-01,10
ssswjhhxxy,2,2018-05-03,3
ymbky,0,1990-01-01,1
fsbtdcq,0,1990-01-01,546
wyzswzh,1,2018-05-01,-1
njdzjcgdspmbm,0,1990-01-01,26
jhsr,0,1990-01-01,12
fslz,0,1990-01-01,7
nwssszq,0,1990-01-01,1
jydldbyj,0,1990-01-01,4
bzbs,0,1990-01-01,28
shwddy,1,2018-05-01,-1
awj,0,1990-01-01,29
szbnqb,1,2018-05-01,-1
fhfdfgj,0,1990-01-01,3
bwsdklr,2,2018-05-01,-1
tsqb,1,2018-05-03,-1
djyd,1,2018-05-03,-1
mydnl,1,2018-05-03,-1
ndjswd,3,2018-05-03,-1
yywm,0,1990-01-01,3
dsrsdf,1,2018-05-04,-1
rbzj,1,2018-05-15,-1
dswjj,1,2018-05-15,-1
gsty,1,2018-05-15,-1
cdsc,1,2018-05-16,-1
zswzgyddf,1,2018-05-18,-1
