ssswjhhxxy,5,2018-01-07,2
ymbky,0,1990-01-01,1
fsbtdcq,0,1990-01-01,1841
jhsr,1,2018-04-15,21
awj,1,2018-04-10,98
nwssszq,0,1990-01-01,0
fslz,1,2017-12-10,8
jydldbyj,0,1990-01-01,8
bzbs,0,1990-01-01,74
fhfdfgj,0,1990-01-01,16
njdzjcgdspmbm,0,1990-01-01,66
hxxlyhjh,0,1990-01-01,38
bwsdklr,8,2017-08-05,-1
ndjswd,7,2017-08-05,-1
rbzj,10,2017-08-07,-1
tsqb,2,2017-08-07,-1
gyddw,1,2018-01-06,17
jjddw,1,2017-08-07,-1
gsty,2,2017-08-07,-1
dswjj,1,2017-08-07,-1
alhakb,9,2017-09-03,-1
sszz,2,2017-11-15,-1
whks,0,1990-01-01,7
bjdbz,3,2017-12-07,-1
jpbjzd,1,2017-12-07,-1
zswzgyddf,2,2017-12-07,-1
glgjssy,1,2017-12-15,-1
dsrsdf,3,2017-12-15,-1
wyzswzh,3,2017-12-15,-1
cdsc,1,2017-12-15,-1
dmhb,1,2017-12-29,-1
szbnqb,1,2017-12-29,-1
yywm,0,1990-01-01,3
mdzm,1,2017-12-29,-1
yqpnzy,1,2017-12-29,-1
djsb,2,2017-12-31,-1
djyd,1,2018-01-07,-1
jdyzl,1,2018-04-06,-1
nzdl,1,2018-04-15,-1
