ssswjhhxxy,3,2018-09-24,1
ymbky,1,2020-06-09,1
fsbtdcq,0,1990-01-01,756
awj,0,1990-01-01,44
alhakb,4,2018-07-09,-1
nwssszq,0,1990-01-01,2
fhfdfgj,0,1990-01-01,7
jhsr,1,2019-07-31,82
njdzjcgdspmbm,0,1990-01-01,36
dsrsdf,3,2018-09-22,-1
fslz,0,1990-01-01,33
rbzj,1,2018-09-22,-1
bzbs,0,1990-01-01,33
whks,0,1990-01-01,4
djsb,3,2018-09-22,-1
hxxlyhjh,0,1990-01-01,31
yywm,0,1990-01-01,2
sszz,3,2018-09-24,-1
bwsdklr,3,2018-09-30,-1
jpbjzd,1,2018-09-30,-1
wyzswzh,2,2018-10-07,-1
szbnqb,1,2018-10-07,-1
nzdl,1,2018-10-14,-1
gyddw,0,1990-01-01,2
mdzm,2,2019-07-31,-1
djyd,1,2019-08-07,-1
dmhb,1,2019-08-08,-1
jydldbyj,0,1990-01-01,1
tsqb,2,2019-08-09,-1
ydspz,1,2020-06-10,-1

