ssswjhhxxy,1,2018-05-11,3
ymbky,0,1990-01-01,1
fsbtdcq,0,1990-01-01,296
awj,0,1990-01-01,16
jhsr,0,1990-01-01,10
fslz,0,1990-01-01,5
nwssszq,0,1990-01-01,0
bzbs,0,1990-01-01,7
hxxlyhjh,0,1990-01-01,4
njdzjcgdspmbm,0,1990-01-01,8
gyddw,0,1990-01-01,3
hyldzzzd,2,2018-05-10,-1
dmhb,1,2018-05-10,-1
whks,0,1990-01-01,1
djsb,1,2018-05-10,-1
alhakb,4,2018-05-10,-1
jdyzl,1,2018-05-10,-1
zswzgyddf,1,2018-05-10,-1
djyd,1,2018-05-10,-1
jpbjzd,2,2018-05-11,-1
fhfdfgj,0,1990-01-01,1
ndjswd,1,2018-05-11,-1
bwsdklr,1,2018-05-11,-1
