2017-07-29 11:31:25,06p,kaze012,renegade,lose,sp007,rebel,win,snow061,rebel,win,bangai009,loyalist,lose,snow032,rebel,win,wind001,lord,lose
2017-07-29 12:06:08,08p,bloom007,rebel,win,kami010,rebel,win,tsuki013,rebel,win,bloom001,lord,lose,sp017,rebel,win,kami015,renegade,lose,bloom012,loyalist,lose,hana009,loyalist,lose
2017-07-29 13:24:33,06p,kaze014,rebel,win,snow014,lord,lose,luna043,loyalist,lose,kaze017,rebel,win,sp010,rebel,win,luna034,renegade,lose
2017-07-29 13:39:29,06p,sp011,rebel,win,wind007,lord,lose,snow040,rebel,win,sp010,loyalist,lose,luna012,rebel,win,yuki009,renegade,lose
2017-07-29 14:33:40,06p,kami010,loyalist,win,sp015,renegade,lose,tsuki017,rebel,lose,yuki011,rebel,lose,kaze001,lord,win,sp005,rebel,lose
2017-07-29 15:11:31,06p,tsuki004,rebel,win,kami011,renegade,lose,kami012,rebel,win,luna012,rebel,win,luna058,loyalist,lose,tsuki018,lord,lose
2017-07-29 15:23:51,06p,hana011,rebel,win,bloom014,lord,lose,tsuki016,rebel,win,snow032,renegade,lose,kaze002,loyalist,lose,bangai011,rebel,win
2017-07-29 15:44:29,06p,kami004,loyalist,win,sp014,rebel,lose,snow032,rebel,lose,sp011,rebel,lose,wind061,renegade,lose,hana018,lord,win
2017-07-29 15:53:13,06p,luna021,loyalist,draw,shin015,rebel,draw,shin012,rebel,draw,luna020,lord,draw,bangai009,rebel,draw,kaze006,renegade,draw
2017-07-29 15:59:53,06p,luna004,rebel,win,bloom006,rebel,win,shin003,renegade,lose,tsuki003,rebel,win,tsuki001,lord,lose,bloom022,loyalist,lose
2017-07-29 16:19:21,06p,kami012,loyalist,win,wind003,rebel,lose,bloom027,rebel,lose,snow033,rebel,lose,tsuki018,lord,win,kami011,renegade,lose
2017-07-29 16:37:30,06p,snow053,rebel,win,yuki018,lord,lose,bloom022,renegade,lose,kami001,rebel,win,snow030,loyalist,lose,wind015,rebel,win
2017-07-29 17:21:56,08p,sp011,rebel,lose,kami001,renegade,lose,wind051,rebel,lose,bangai012,rebel,lose,bloom061,loyalist,win,kami004,rebel,lose,bloom049,loyalist,win,hana001,lord,win
2017-07-29 19:03:34,06p,bangai006,rebel,win,bloom007,renegade,lose,bloom062,lord,lose,sp015,rebel,win,bloom002,rebel,win,wind024,loyalist,lose
2017-07-29 19:59:56,06p,tsuki018,lord,win,sp020,rebel,lose,kaze011,rebel,lose,luna037,loyalist,win,kami008,renegade,lose,yuki003,rebel,lose
2017-07-29 20:29:34,06p,luna025,lord,win,snow005,loyalist,win,wind007,rebel,lose,sp013,renegade,lose,wind046,rebel,lose,bloom043,rebel,lose
2017-07-29 20:50:23,06p,tsuki001,lord,win,wind061,rebel,lose,snow030,rebel,lose,kaze005,loyalist,win,wind010,rebel,lose,shin003,renegade,lose
2017-07-29 21:18:04,06p,wind041,loyalist,win,bangai007,rebel,lose,snow053,lord,win,sp006,rebel,lose,wind060,rebel,lose,shin015,renegade,lose
2017-07-29 21:49:22,06p,snow018,loyalist,lose,hana004,rebel,win,bloom050,rebel,win,bloom015,renegade,lose,yuki013,rebel,win,tsuki018,lord,lose
2017-07-29 22:12:22,06p,bloom042,renegade,lose,yuki010,rebel,win,bloom022,loyalist,lose,bloom014,lord,lose,kaze001,rebel,win,kami016,rebel,win
2017-07-29 22:55:13,06p,bangai007,lord,lose,yuki018,rebel,win,snow062,rebel,win,bloom061,renegade,lose,snow005,rebel,win,tsuki016,loyalist,lose
2017-07-29 23:05:28,06p,luna001,lord,win,tsuki007,loyalist,win,hana008,rebel,lose,kaze012,rebel,lose,yuki001,renegade,lose,kami003,rebel,lose
2017-07-30 16:31:39,06p,snow038,rebel,win,bloom045,renegade,lose,shin012,rebel,win,luna003,rebel,win,wind053,loyalist,lose,luna014,lord,lose
